4,f,160,0.11,,,,,,,,
4,f,180,0.1,,,,,,,,
4,f,200,0.09,,,,,,,,
4,f,220,0.08,,,,,,,,
4,f,240,0.08,,,,,,,,
4,m,100,0.15,,,,,,,,
4,m,120,0.12,,,,,,,,
4,m,140,0.11,,,,,,,,
4,m,160,0.09,,,,,,,,
4,m,180,0.08,,,,,,,,
4,m,200,0.08,,,,,,,,
4,m,220,0.07,,,,,,,,
4,m,240,0.06,,,,,,,,
5,f,90,0.25,,,,,,,,
5,f,100,0.23,,,,,,,,
5,f,120,0.19,,,,,,,,
5,f,140,0.16,,,,,,,,
5,f,160,0.14,,,,,,,,
5,f,180,0.13,,,,,,,,
5,f,200,0.11,,,,,,,,
5,f,220,0.1,,,,,,,,
5,f,240,0.09,,,,,,,,
5,m,100,0.19,,,,,,,,
5,m,120,0.16,,,,,,,,
5,m,140,0.13,,,,,,,,
5,m,160,0.12,,,,,,,,
5,m,180,0.11,,,,,,,,
5,m,200,0.09,,,,,,,,
5,m,220,0.09,,,,,,,,
5,m,240,0.08,,,,,,,,
6,f,90,0.3,,,,,,,,
6,f,100,0.27,,,,,,,,
6,f,120,0.23,,,,,,,,
6,f,140,0.19,,,,,,,,
6,f,160,0.17,,,,,,,,
6,f,180,0.15,,,,,,,,
6,f,200,0.14,,,,,,,,
6,f,220,0.12,,,,,,,,
6,f,240,0.11,,,,,,,,
6,m,100,0.23,,,,,,,,
6,m,120,0.19,,,,,,,,
6,m,140,0.16,,,,,,,,
6,m,160,0.14,,,,,,,,
6,m,180,0.13,,,,,,,,
6,m,200,0.11,,,,,,,,
6,m,220,0.1,,,,,,,,
6,m,240,0.09,,,,,,,,
7,f,90,0.35,,,,,,,,
7,f,100,0.32,,,,,,,,
7,f,120,0.27,,,,,,,,
7,f,140,0.23,,,,,,,,
7,f,160,0.2,,,,,,,,
7,f,180,0.18,,,,,,,,
7,f,200,0.16,,,,,,,,
7,f,220,0.14,,,,,,,,
7,f,240,0.13,,,,,,,,
7,m,100,0.26,,,,,,,,
7,m,120,0.22,,,,,,,,
7,m,140,0.19,,,,,,,,
7,m,160,0.16,,,,,,,,
7,m,180,0.15,,,,,,,,
7,m,200,0.13,,,,,,,,
7,m,220,0.12,,,,,,,,
7,m,240,0.11,,,,,,,,
8,f,90,0.4,,,,,,,,
8,f,100,0.36,,,,,,,,
8,f,120,0.3,,,,,,,,
8,f,140,0.26,,,,,,,,
8,f,160,0.23,,,,,,,,
8,f,180,0.2,,,,,,,,
8,f,200,0.18,,,,,,,,
8,f,220,0.17,,,,,,,,
8,f,240,0.15,,,,,,,,
8,m,100,0.3,,,,,,,,
8,m,120,0.25,,,,,,,,
8,m,140,0.21,,,,,,,,
8,m,160,0.19,,,,,,,,
8,m,180,0.17,,,,,,,,
8,m,200,0.15,,,,,,,,
8,m,220,0.14,,,,,,,,
8,m,240,0.13,,,,,,,,
9,f,90,0.45,,,,,,,,
9,f,100,0.41,,,,,,,,
9,f,120,0.34,,,,,,,,
9,f,140,0.29,,,,,,,,
9,f,160,0.26,,,,,,,,
9,f,180,0.23,,,,,,,,
9,f,200,0.2,,,,,,,,
9,f,220,0.19,,,,,,,,
9,f,240,0.17,,,,,,,,
9,m,100,0.34,,,,,,,,
9,m,120,0.28,,,,,,,,
9,m,140,0.24,,,,,,,,
9,m,160,0.21,,,,,,,,
9,m,180,0.19,,,,,,,,
9,m,200,0.17,,,,,,,,
9,m,220,0.15,,,,,,,,
9,m,240,0.14,,,,,,,,
10,f,90,0.51,,,,,,,,
10,f,100,0.45,,,,,,,,
10,f,120,0.38,,,,,,,,
10,f,140,0.32,,,,,,,,
10,f,160,0.28,,,,,,,,
10,f,180,0.25,,,,,,,,
10,f,200,0.23,,,,,,,,
10,f,220,0.21,,,,,,,,
10,f,240,0.19,,,,,,,,
10,m,100,0.38,,,,,,,,
10,m,120,0.31,,,,,,,,
10,m,140,0.27,,,,,,,,
10,m,160,0.23,,,,,,,,
10,m,180,0.21,,,,,,,,
10,m,200,0.19,,,,,,,,
10,m,220,0.17,,,,,,,,
10,m,240,0.16,,,,,,,,
